종목코드,종목명,시장코드,테마
89590,제주항공,KOSPI,우주항공
89860,롯데렌탈,KOSPI,기타
90080,평화산업,KOSPI,기타
90350,노루페인트,KOSPI,기타
90355,노루페인트우,KOSPI,기타
90370,메타랩스,KOSPI,기타
90430,아모레퍼시픽,KOSPI,기타
90435,아모레퍼시픽우,KOSPI,기타
90460,비에이치,KOSPI,기타
91160,KODEX 반도체,KOSPI,ETF/반도체
91170,KODEX 은행,KOSPI,ETF/금융
91180,KODEX 자동차,KOSPI,ETF/자동차
91220,TIGER 은행,KOSPI,ETF/금융
91230,TIGER 반도체,KOSPI,ETF/반도체
91810,트리니티항공,KOSPI,우주항공
92200,디아이씨,KOSPI,기타
92220,KEC,KOSPI,기타
92230,KPX홀딩스,KOSPI,금융
92440,기신정기,KOSPI,기타
92780,DYP,KOSPI,기타
92790,넥스틸,KOSPI,기타
93050,LF,KOSPI,기타
93240,형지엘리트,KOSPI,기타
93370,후성,KOSPI,기타
94280,효성ITX,KOSPI,IT
94800,맵스리얼티,KOSPI,기타
95570,AJ네트웍스,KOSPI,기타
95720,웅진씽크빅,KOSPI,기타
96760,JW홀딩스,KOSPI,금융
96770,SK이노베이션,KOSPI,2차전지
96775,SK이노베이션우,KOSPI,2차전지
97230,HJ중공업,KOSPI,조선
97520,엠씨넥스,KOSPI,기타
97950,CJ제일제당,KOSPI,음식료
97955,CJ제일제당 우,KOSPI,음식료
99140,KODEX 차이나H,KOSPI,ETF
100090,SK오션플랜트,KOSPI,기타
100220,비상교육,KOSPI,기타
100250,진양홀딩스,KOSPI,금융
100840,SNT에너지,KOSPI,에너지
100910,KIWOOM KRX100,KOSPI,기타
101140,인바이오젠,KOSPI,바이오
101280,KODEX 일본TOPIX100,KOSPI,ETF
101530,해태제과식품,KOSPI,음식료
102110,TIGER 200,KOSPI,ETF
102260,동성케미컬,KOSPI,기타
102460,이연제약,KOSPI,제약
102780,KODEX 삼성그룹,KOSPI,ETF
102960,KODEX 기계장비,KOSPI,ETF
102970,KODEX 증권,KOSPI,ETF/금융
103140,풍산,KOSPI,기타
103590,일진전기,KOSPI,기타
104520,KIWOOM 블루칩,KOSPI,반도체
104530,KIWOOM 고배당,KOSPI,기타
104700,한국철강,KOSPI,기타
105010,TIGER 라틴35,KOSPI,ETF
105190,ACE 200,KOSPI,ETF
105560,KB금융,KOSPI,금융
105630,한세실업,KOSPI,기타
105780,RISE 5대그룹주,KOSPI,기타
105840,우진,KOSPI,기타
107590,미원홀딩스,KOSPI,금융
108320,LX세미콘,KOSPI,기타
108450,ACE 삼성그룹섹터가중,KOSPI,ETF
108590,TREX 200,KOSPI,ETF
108670,LX하우시스,KOSPI,기타
108675,LX하우시스우,KOSPI,기타
109070,주성코퍼레이션,KOSPI,기타
111110,호전실업,KOSPI,기타
111380,동인기연,KOSPI,기타
111770,영원무역,KOSPI,유통
112610,씨에스윈드,KOSPI,기타
114090,GKL,KOSPI,기타
114100,RISE 국고채3년,KOSPI,기타
114260,KODEX 국고채3년,KOSPI,ETF
114460,ACE 국고채3년,KOSPI,ETF
114470,KIWOOM 국고채3년,KOSPI,기타
114800,KODEX 인버스,KOSPI,ETF
114820,TIGER 국채3년,KOSPI,ETF
117460,KODEX 에너지화학,KOSPI,ETF/화학/에너지
117580,대성에너지,KOSPI,에너지
117680,KODEX 철강,KOSPI,ETF
117690,TIGER 차이나항셍30,KOSPI,ETF
117700,KODEX 건설,KOSPI,ETF/건설
118000,메타케어,KOSPI,기타
119650,KC코트렐,KOSPI,기타
120030,조선선재,KOSPI,조선
120110,코오롱인더,KOSPI,기타
120115,코오롱인더우,KOSPI,기타
122090,PLUS 코스피50,KOSPI,ETF
122260,KIWOOM 통안채1년,KOSPI,기타
122630,KODEX 레버리지,KOSPI,ETF
122900,아이마켓코리아,KOSPI,기타
123310,TIGER 인버스,KOSPI,ETF
123320,TIGER 레버리지,KOSPI,ETF
123690,한국화장품,KOSPI,기타
123700,SJM,KOSPI,기타
123890,한국자산신탁,KOSPI,기타
126560,현대퓨처넷,KOSPI,기타
126720,수산인더스트리,KOSPI,음식료
128820,대성산업,KOSPI,기타
128940,한미약품,KOSPI,제약
129260,인터지스,KOSPI,기타
130660,한전산업,KOSPI,기타
130680,TIGER 원유선물Enhanced(H),KOSPI,ETF
130730,KIWOOM 단기자금,KOSPI,기타
131890,ACE 삼성그룹동일가중,KOSPI,ETF
132030,KODEX 골드선물(H),KOSPI,ETF
133690,TIGER 미국나스닥100,KOSPI,ETF
133820,화인베스틸,KOSPI,기타
134380,미원화학,KOSPI,화학
134790,시디즈,KOSPI,기타
136340,RISE 중기우량회사채,KOSPI,기타
136490,선진,KOSPI,기타
137310,에스디바이오센서,KOSPI,바이오
137610,TIGER 농산물선물Enhanced(H),KOSPI,ETF
138040,메리츠금융지주,KOSPI,리츠/금융
138230,KIWOOM 미국달러선물,KOSPI,기타
138520,TIGER 삼성그룹,KOSPI,ETF
138530,TIGER LG그룹플러스,KOSPI,ETF
138540,TIGER 현대차그룹플러스,KOSPI,ETF
138910,KODEX 구리선물(H),KOSPI,ETF
138920,KODEX 콩선물(H),KOSPI,ETF
138930,BNK금융지주,KOSPI,ETF/금융
139130,iM금융지주,KOSPI,금융
139220,TIGER 200 건설,KOSPI,ETF/건설
139230,TIGER 200 중공업,KOSPI,ETF/조선
139240,TIGER 200 철강소재,KOSPI,ETF
139250,TIGER 200 에너지화학,KOSPI,ETF/화학/에너지
139260,TIGER 200 IT,KOSPI,ETF/IT
139270,TIGER 200 금융,KOSPI,ETF/금융
139280,TIGER 경기방어,KOSPI,ETF
139290,TIGER 200 경기소비재,KOSPI,ETF
139320,TIGER 금은선물(H),KOSPI,ETF
139480,이마트,KOSPI,유통
139660,KIWOOM 미국달러선물인버스,KOSPI,기타
139990,아주스틸,KOSPI,기타
140570,RISE 수출주,KOSPI,기타
140580,RISE 우량업종대표주,KOSPI,기타
140700,KODEX 보험,KOSPI,ETF/금융
140710,KODEX 운송,KOSPI,ETF
140910,에이리츠,KOSPI,리츠
140950,파워 코스피100,KOSPI,기타
143210,핸즈코퍼레이션,KOSPI,기타
143850,TIGER 미국S&P500선물(H),KOSPI,ETF
143860,TIGER 헬스케어,KOSPI,ETF/바이오
144600,KODEX 은선물(H),KOSPI,ETF
145210,다이나믹디자인,KOSPI,기타
145270,케이탑리츠,KOSPI,리츠
145670,ACE 인버스,KOSPI,ETF
145720,덴티움,KOSPI,기타
145850,TREX 펀더멘탈 200,KOSPI,ETF
145990,삼양사,KOSPI,기타
145995,삼양사우,KOSPI,기타
147970,TIGER 모멘텀,KOSPI,ETF
148020,RISE 200,KOSPI,기타
148070,KIWOOM 국고채10년,KOSPI,기타
150460,TIGER 중국소비테마,KOSPI,ETF
152100,PLUS 200,KOSPI,ETF
152380,KODEX 국채선물10년,KOSPI,ETF
152500,ACE 레버리지,KOSPI,ETF
152550,한국ANKOR유전,KOSPI,기타
152870,파워 200,KOSPI,기타
153130,KODEX 단기채권,KOSPI,ETF
153270,KIWOOM 코스피100,KOSPI,기타
155660,DSR,KOSPI,기타
156080,KODEX MSCI Korea,KOSPI,ETF
157450,TIGER 단기통안채,KOSPI,ETF
157490,TIGER 소프트웨어,KOSPI,ETF/IT
157500,TIGER 증권,KOSPI,ETF/금융
159800,마이티 코스피100,KOSPI,ETF
160580,TIGER 구리실물,KOSPI,ETF
161000,애경케미칼,KOSPI,화학
161390,한국타이어앤테크놀로지,KOSPI,IT/자동차
161510,PLUS 고배당주,KOSPI,ETF
161890,한국콜마,KOSPI,기타
163560,동일고무벨트,KOSPI,기타
166400,TIGER 200커버드콜OTM,KOSPI,ETF
167860,KIWOOM 국고채10년레버리지,KOSPI,기타
168580,ACE 중국본토CSI300,KOSPI,ETF
169950,KODEX 차이나A50,KOSPI,ETF
170900,동아에스티,KOSPI,기타
174350,TIGER 로우볼,KOSPI,ETF
174360,RISE 중국본토대형주CSI100,KOSPI,기타
175330,JB금융지주,KOSPI,금융
176950,KODEX 국채선물10년인버스,KOSPI,ETF
178920,PI첨단소재,KOSPI,기타
180640,한진칼,KOSPI,기타
181480,ACE 미국부동산리츠(합성 H),KOSPI,ETF/리츠
181710,NHN,KOSPI,기타
182480,TIGER 미국MSCI리츠(합성 H),KOSPI,ETF/리츠
182490,TIGER 단기선진하이일드(합성 H),KOSPI,ETF
183190,아세아시멘트,KOSPI,건설
183700,RISE 채권혼합,KOSPI,기타
183710,RISE 주식혼합,KOSPI,기타
185680,KODEX 미국S&P바이오(합성),KOSPI,ETF/바이오
185750,종근당,KOSPI,기타
189400,PLUS 글로벌MSCI(합성 H),KOSPI,ETF
190620,ACE 단기통안채,KOSPI,ETF
192080,더블유게임즈,KOSPI,게임
192090,TIGER 차이나CSI300,KOSPI,ETF
192400,쿠쿠홀딩스,KOSPI,금융
192650,드림텍,KOSPI,기타
192720,파워 고배당저변동성,KOSPI,기타
192820,코스맥스,KOSPI,기타
194370,제이에스코퍼레이션,KOSPI,기타
195870,해성디에스,KOSPI,기타
195920,TIGER 일본TOPIX(합성 H),KOSPI,ETF
195930,TIGER 유로스탁스50(합성 H),KOSPI,ETF
195970,PLUS 선진국MSCI(합성 H),KOSPI,ETF
195980,PLUS 신흥국MSCI(합성 H),KOSPI,ETF
196030,ACE 일본TOPIX레버리지(H),KOSPI,ETF
196230,RISE 단기통안채,KOSPI,기타
200030,KODEX 미국S&P500산업재(합성),KOSPI,ETF
200250,KIWOOM 인도Nifty50(합성),KOSPI,기타
200880,서연이화,KOSPI,기타
203780,TIGER 미국나스닥바이오,KOSPI,ETF/바이오
204210,스타에스엠리츠,KOSPI,리츠
204320,HL만도,KOSPI,기타
204450,KODEX 차이나H레버리지(H),KOSPI,ETF
204480,TIGER 차이나CSI300레버리지(합성),KOSPI,ETF
205720,ACE 일본TOPIX인버스(합성 H),KOSPI,ETF
207940,삼성바이오로직스,KOSPI,바이오
210540,디와이파워,KOSPI,기타
210780,TIGER 코스피고배당,KOSPI,ETF
210980,SK디앤디,KOSPI,기타
211560,TIGER 배당성장,KOSPI,ETF
211900,KODEX 코리아배당성장,KOSPI,ETF
213500,한솔제지,KOSPI,기타
213610,KODEX 삼성그룹밸류,KOSPI,ETF
213630,PLUS 미국다우존스고배당주(합성 H),KOSPI,ETF
214320,이노션,KOSPI,기타
214330,금호에이치티,KOSPI,기타
214390,경보제약,KOSPI,제약
214420,토니모리,KOSPI,기타
214980,KODEX 단기채권PLUS,KOSPI,ETF
215620,HK S&P코리아로우볼,KOSPI,ETF
217590,티엠씨,KOSPI,기타
217770,TIGER 원유선물인버스(H),KOSPI,ETF
217780,TIGER 차이나CSI300인버스(합성),KOSPI,ETF
218420,KODEX 미국S&P500에너지(합성),KOSPI,ETF/에너지
219390,RISE 미국S&P원유생산기업(합성 H),KOSPI,기타
219480,KODEX 미국S&P500선물(H),KOSPI,ETF
219900,ACE 중국본토CSI300레버리지(합성),KOSPI,ETF
220130,SOL 차이나강소기업CSI500(합성 H),KOSPI,ETF
223190,KODEX 200가치저변동,KOSPI,ETF
225030,TIGER 미국S&P500선물인버스(H),KOSPI,ETF
225040,TIGER 미국S&P500레버리지(합성 H),KOSPI,ETF
225050,TIGER 유로스탁스레버리지(합성 H),KOSPI,ETF
225060,TIGER 이머징마켓MSCI레버리지(합성 H),KOSPI,ETF
225130,ACE 골드선물 레버리지(합성 H),KOSPI,ETF
225800,KIWOOM 미국달러선물레버리지,KOSPI,기타
226320,잇츠한불,KOSPI,기타
226380,ACE Fn성장소비주도주,KOSPI,ETF
226490,KODEX 코스피,KOSPI,ETF
226980,KODEX 200 중소형,KOSPI,ETF
227540,TIGER 200 헬스케어,KOSPI,ETF/바이오
227550,TIGER 200 산업재,KOSPI,ETF
227560,TIGER 200 생활소비재,KOSPI,ETF
227570,TIGER 우량가치,KOSPI,ETF
227830,PLUS 코스피,KOSPI,ETF
227840,현대코퍼레이션홀딩스,KOSPI,금융
228790,TIGER 화장품,KOSPI,ETF
228800,TIGER 여행레저,KOSPI,ETF
228810,TIGER 미디어컨텐츠,KOSPI,ETF/미디어
228820,TIGER KTOP30,KOSPI,ETF
229200,KODEX 코스닥150,KOSPI,ETF
229640,LS에코에너지,KOSPI,2차전지/에너지
229720,KODEX KTOP30,KOSPI,ETF
230480,KIWOOM 미국달러선물인버스2X,KOSPI,기타
232080,TIGER 코스닥150,KOSPI,ETF
233160,TIGER 코스닥150 레버리지,KOSPI,ETF
233740,KODEX 코스닥150레버리지,KOSPI,ETF
234080,JW생명과학,KOSPI,바이오
234310,RISE V&S셀렉트밸류,KOSPI,기타
236350,TIGER 인도니프티50레버리지(합성),KOSPI,ETF
237350,KODEX 코스피100,KOSPI,ETF
237370,KODEX 코리아배당성장채권혼합,KOSPI,ETF
237440,TIGER 경기방어채권혼합,KOSPI,ETF
238670,PLUS 스마트베타Quality채권혼합,KOSPI,ETF/IT/유통
238720,ACE 일본Nikkei225(H),KOSPI,ETF
239660,PLUS 우량회사채50,KOSPI,ETF
241180,TIGER 일본니케이225,KOSPI,ETF
241390,RISE V&S셀렉트밸류채권혼합,KOSPI,기타
241560,두산밥캣,KOSPI,기타
241590,화승엔터프라이즈,KOSPI,미디어
243880,TIGER 200IT레버리지,KOSPI,ETF/IT
243890,TIGER 200에너지화학레버리지,KOSPI,ETF/화학/에너지
244580,KODEX 바이오,KOSPI,ETF/바이오
244620,KODEX 모멘텀Plus,KOSPI,ETF
244660,KODEX 퀄리티Plus,KOSPI,ETF
244670,KODEX 밸류Plus,KOSPI,ETF
244920,에이플러스에셋,KOSPI,기타
245340,TIGER 미국다우존스30,KOSPI,ETF
245350,TIGER 유로스탁스배당30,KOSPI,ETF
245360,TIGER 차이나HSCEI,KOSPI,ETF
245710,ACE 베트남VN30(합성),KOSPI,ETF
248070,솔루엠,KOSPI,기타
248170,샘표식품,KOSPI,음식료
248270,TIGER S&P글로벌헬스케어(합성),KOSPI,ETF/바이오
249420,일동제약,KOSPI,제약
250730,RISE 차이나HSCEI(H),KOSPI,기타
250780,TIGER 코스닥150선물인버스,KOSPI,ETF
251270,넷마블,KOSPI,기타
251340,KODEX 코스닥150선물인버스,KOSPI,ETF
251350,KODEX MSCI선진국,KOSPI,ETF
251590,PLUS 고배당저변동50,KOSPI,ETF
251600,PLUS 고배당주채권혼합,KOSPI,ETF
252000,TIGER 200동일가중,KOSPI,ETF
252400,RISE 200선물레버리지,KOSPI,기타
252410,RISE 200선물인버스,KOSPI,기타
252420,RISE 200선물인버스2X,KOSPI,기타
252650,KODEX 200동일가중,KOSPI,ETF
252670,KODEX 200선물인버스2X,KOSPI,ETF
252710,TIGER 200선물인버스2X,KOSPI,ETF
253150,PLUS 200선물레버리지,KOSPI,ETF
253160,PLUS 200선물인버스2X,KOSPI,ETF
253230,KIWOOM 200선물인버스2X,KOSPI,기타
253240,KIWOOM 200선물인버스,KOSPI,기타
253250,KIWOOM 200선물레버리지,KOSPI,기타
253280,RISE 헬스케어,KOSPI,바이오
253290,RISE 헬스케어채권혼합,KOSPI,바이오
256440,ACE MSCI인도네시아(합성),KOSPI,ETF
256450,PLUS 심천차이넥스트(합성),KOSPI,ETF
256750,KODEX 차이나심천ChiNext(합성),KOSPI,ETF
259960,크래프톤,KOSPI,기타
261060,TIGER 코스닥150IT,KOSPI,ETF/IT
261070,TIGER 코스닥150바이오테크,KOSPI,ETF/IT/바이오
261110,TIGER 미국달러선물레버리지,KOSPI,ETF
261120,TIGER 미국달러선물인버스2X,KOSPI,ETF
261140,TIGER 우선주,KOSPI,ETF
261220,KODEX WTI원유선물(H),KOSPI,ETF
261240,KODEX 미국달러선물,KOSPI,ETF
261250,KODEX 미국달러선물레버리지,KOSPI,ETF
261260,KODEX 미국달러선물인버스2X,KOSPI,ETF
261270,KODEX 미국달러선물인버스,KOSPI,ETF
261920,ACE MSCI필리핀(합성),KOSPI,ETF
264900,크라운제과,KOSPI,음식료
265690,ACE 러시아MSCI(합성),KOSPI,ETF
266160,RISE 고배당,KOSPI,기타
266360,KODEX K콘텐츠,KOSPI,ETF/미디어
266370,KODEX IT,KOSPI,ETF/IT
266390,KODEX 경기소비재,KOSPI,ETF
266410,KODEX 필수소비재,KOSPI,ETF/에너지
266420,KODEX 헬스케어,KOSPI,ETF/바이오
266550,PLUS 중형주저변동50,KOSPI,ETF
267250,HD현대,KOSPI,기타
267260,HD현대일렉트릭,KOSPI,IT
267270,HD건설기계,KOSPI,건설
267290,경동도시가스,KOSPI,기타
267440,RISE 미국장기국채선물(H),KOSPI,기타
267450,RISE 미국장기국채선물인버스(H),KOSPI,기타
267490,RISE 미국장기국채선물레버리지(합성 H),KOSPI,기타
267770,TIGER 200선물레버리지,KOSPI,ETF
267850,아시아나IDT,KOSPI,기타
268280,미원에스씨,KOSPI,기타
269370,TIGER S&P글로벌인프라(합성),KOSPI,ETF
269420,KODEX S&P글로벌인프라(합성),KOSPI,ETF
269530,PLUS S&P글로벌인프라,KOSPI,ETF
269540,PLUS 미국S&P500(H),KOSPI,ETF
270800,RISE KQ고배당,KOSPI,기타
270810,RISE 코스닥150,KOSPI,기타
271050,KODEX WTI원유선물인버스(H),KOSPI,ETF
271060,KODEX 3대농산물선물(H),KOSPI,ETF
271560,오리온,KOSPI,기타
271940,일진하이솔루스,KOSPI,기타
271980,제일약품,KOSPI,제약
272210,한화시스템,KOSPI,기타
272450,진에어,KOSPI,기타
272550,삼양패키징,KOSPI,기타
272560,RISE 단기국공채액티브,KOSPI,기타
272570,RISE 중장기국공채액티브,KOSPI,기타
272580,TIGER 단기채권액티브,KOSPI,ETF
272910,ACE 중장기국공채액티브,KOSPI,ETF
273130,KODEX 종합채권(AA-이상)액티브,KOSPI,ETF
273140,KODEX 단기변동금리부채권액티브,KOSPI,ETF
275280,KODEX 모멘텀주,KOSPI,ETF
275290,KODEX 가치주,KOSPI,ETF
275300,KODEX 우량주,KOSPI,ETF
275750,RISE 코스닥150선물인버스,KOSPI,기타
275980,TIGER 글로벌4차산업혁신기술(합성 H),KOSPI,ETF
276000,TIGER 글로벌자원생산기업(합성 H),KOSPI,ETF
276650,RISE 글로벌테크놀로지(합성 H),KOSPI,IT
276970,KODEX 미국S&P500배당귀족커버드콜(합성 H),KOSPI,ETF
276990,KODEX 글로벌로봇(합성),KOSPI,ETF/로봇
277540,ACE 아시아TOP50,KOSPI,ETF
277630,TIGER 코스피,KOSPI,ETF
277640,TIGER 코스피대형주,KOSPI,ETF
277650,TIGER 코스피중형주,KOSPI,ETF
278240,RISE 코스닥150선물레버리지,KOSPI,기타
278470,에이피알,KOSPI,기타
278530,KODEX 200TR,KOSPI,ETF
278540,KODEX MSCI Korea TR,KOSPI,ETF
278620,PLUS 단기채권액티브,KOSPI,ETF
279530,KODEX 고배당주,KOSPI,ETF
279540,KODEX 최소변동성,KOSPI,ETF
279570,케이뱅크,KOSPI,기타
280320,ACE 미국IT인터넷(합성 H),KOSPI,ETF/IT
280360,롯데웰푸드,KOSPI,음식료
280920,PLUS 주도업종,KOSPI,ETF
280930,KODEX 미국러셀2000(H),KOSPI,ETF
280940,KODEX 골드선물인버스(H),KOSPI,ETF
281820,케이씨텍,KOSPI,기타
281990,RISE 중소형고배당,KOSPI,기타
282000,RISE 국고채3년선물인버스,KOSPI,기타
282330,BGF리테일,KOSPI,유통
283580,KODEX 차이나CSI300,KOSPI,ETF
284430,KODEX 200미국채혼합,KOSPI,ETF
284740,쿠쿠홈시스,KOSPI,기타
284980,RISE 200금융,KOSPI,금융
285130,SK케미칼,KOSPI,화학
285690,FOCUS ESG리더스,KOSPI,ESG
286940,롯데이노베이트,KOSPI,기타
287180,PLUS 미국나스닥테크,KOSPI,ETF/IT
289040,KODEX MSCI KOREA ESG유니버설,KOSPI,ETF/ESG
289250,TIGER MSCI KOREA ESG유니버설,KOSPI,ETF/ESG
289260,TIGER MSCI KOREA ESG리더스,KOSPI,ETF/ESG
289480,TIGER 200커버드콜,KOSPI,ETF
289670,PLUS 국채선물10년,KOSPI,ETF
290080,RISE 200고배당커버드콜ATM,KOSPI,기타
290130,RISE ESG사회책임투자,KOSPI,ESG
291130,ACE MSCI멕시코(합성),KOSPI,ETF
291620,KIWOOM 코스닥150선물인버스,KOSPI,기타
291630,KIWOOM 코스닥150선물레버리지,KOSPI,기타
291680,RISE 차이나H선물인버스(H),KOSPI,기타
291890,KODEX MSCI EM선물(H),KOSPI,ETF
292050,RISE KRX300,KOSPI,기타
292150,TIGER 코리아TOP10,KOSPI,ETF
292160,TIGER KRX300,KOSPI,ETF
292190,KODEX KRX300,KOSPI,ETF
292500,SOL KRX300,KOSPI,ETF
292560,TIGER 일본엔선물,KOSPI,ETF
292770,KODEX 국채선물3년인버스,KOSPI,ETF
293180,HANARO 200,KOSPI,ETF/메타버스
293480,하나제약,KOSPI,제약
293940,신한알파리츠,KOSPI,리츠
294400,KIWOOM 200TR,KOSPI,기타
294870,IPARK현대산업개발,KOSPI,건설/메타버스
295000,RISE 국채선물10년,KOSPI,기타
295020,RISE 국채선물10년인버스,KOSPI,기타
295040,SOL 200TR,KOSPI,ETF
298000,효성화학,KOSPI,화학
298020,효성티앤씨,KOSPI,기타
298040,효성중공업,KOSPI,조선
298050,HS효성첨단소재,KOSPI,기타
298340,PLUS 국채선물3년,KOSPI,ETF
298690,에어부산,KOSPI,기타
298770,KODEX 한국대만IT프리미어,KOSPI,ETF/IT
300610,TIGER K게임,KOSPI,ETF/게임
300640,RISE 게임테마,KOSPI,게임
300720,한일시멘트,KOSPI,건설
300950,KODEX 게임산업,KOSPI,ETF/게임
301400,PLUS 코스닥150,KOSPI,ETF
301410,PLUS 코스닥150선물인버스,KOSPI,ETF
302190,TIGER 중장기국채,KOSPI,ETF
302440,SK바이오사이언스,KOSPI,바이오
302450,RISE 코스피,KOSPI,기타
304660,KODEX 미국30년국채울트라선물(H),KOSPI,ETF
304670,KODEX 미국30년국채울트라선물인버스(H),KOSPI,ETF
304760,HANARO KRX300,KOSPI,ETF/메타버스
304770,HANARO 코스닥150,KOSPI,ETF/메타버스
304780,HANARO 200선물레버리지,KOSPI,ETF/메타버스
304940,KODEX 미국나스닥100선물(H),KOSPI,ETF
305050,ACE 코스피,KOSPI,ETF
305080,TIGER 미국채10년선물,KOSPI,ETF
305540,TIGER 2차전지테마,KOSPI,ETF/2차전지
305720,KODEX 2차전지산업,KOSPI,ETF/2차전지
306200,세아제강,KOSPI,기타
306520,HANARO 200선물인버스,KOSPI,ETF/메타버스
306530,HANARO 코스닥150선물레버리지,KOSPI,ETF/메타버스
306950,KODEX KRX300레버리지,KOSPI,ETF
307510,TIGER 의료기기,KOSPI,ETF/의료기기
307520,TIGER 지주회사,KOSPI,ETF/금융
307950,현대오토에버,KOSPI,자동차
308170,씨티알모빌리티,KOSPI,자동차
308620,KODEX 미국10년국채선물,KOSPI,ETF
309230,ACE 미국WideMoat동일가중,KOSPI,ETF
310080,RISE 중국MSCI China(H),KOSPI,기타
310960,TIGER 200TR,KOSPI,ETF
310970,TIGER MSCI Korea TR,KOSPI,ETF
314250,KODEX 미국빅테크10(H),KOSPI,ETF/IT
314700,HANARO 농업융복합산업,KOSPI,ETF/메타버스
315270,TIGER 200커뮤니케이션서비스,KOSPI,ETF
315930,KODEX Top5PlusTR,KOSPI,ETF
315960,RISE 대형고배당10TR,KOSPI,기타
316140,우리금융지주,KOSPI,금융
316300,ACE 싱가포르리츠,KOSPI,ETF/리츠
316670,KIWOOM 코스닥150,KOSPI,기타
317400,자이에스앤디,KOSPI,기타
317450,명인제약,KOSPI,제약
319640,TIGER 골드선물(H),KOSPI,ETF
321410,KODEX 멀티에셋하이인컴(H),KOSPI,ETF
322000,HD현대에너지솔루션,KOSPI,에너지
322400,HANARO e커머스,KOSPI,ETF/메타버스
322410,HANARO K고배당,KOSPI,ETF/메타버스
323410,카카오뱅크,KOSPI,기타
325010,KODEX 성장주,KOSPI,ETF
325020,KODEX 배당가치,KOSPI,ETF
326030,SK바이오팜,KOSPI,바이오/제약
326230,RISE 내수주플러스,KOSPI,기타
326240,RISE IT플러스,KOSPI,IT
328370,PLUS 코스피TR,KOSPI,ETF
329180,HD현대중공업,KOSPI,조선
329200,TIGER 리츠부동산인프라,KOSPI,ETF/리츠
329650,KODEX TRF3070,KOSPI,ETF
329660,KODEX TRF5050,KOSPI,ETF
329670,KODEX TRF7030,KOSPI,ETF
329750,TIGER 미국달러단기채권액티브,KOSPI,ETF
330590,롯데리츠,KOSPI,리츠
332500,ACE 200TR,KOSPI,ETF
332610,PLUS 미국단기회사채(AAA~A),KOSPI,ETF
332620,PLUS 미국장기우량회사채,KOSPI,ETF
332930,HANARO 200TR,KOSPI,ETF/메타버스
332940,HANARO MSCI Korea TR,KOSPI,ETF/메타버스
334690,RISE 팔라듐선물(H),KOSPI,기타
334700,RISE 팔라듐선물인버스(H),KOSPI,기타
334890,이지스밸류플러스리츠,KOSPI,리츠
336160,RISE 금융채액티브,KOSPI,금융
336260,두산퓨얼셀,KOSPI,기타
336370,솔루스첨단소재,KOSPI,기타
337120,KODEX 멀티팩터,KOSPI,ETF
337140,KODEX 코스피대형주,KOSPI,ETF
337150,KODEX 200exTOP,KOSPI,ETF
337160,KODEX 200ESG,KOSPI,ETF/ESG
338100,NH프라임리츠,KOSPI,리츠
339770,교촌에프앤비,KOSPI,음식료
341850,TIGER 리츠부동산인프라채권,KOSPI,ETF/리츠
344820,KCC글라스,KOSPI,기타
348950,제이알글로벌리츠,KOSPI,리츠
350520,이지스레지던스리츠,KOSPI,리츠
352540,KODEX 일본부동산리츠(H),KOSPI,ETF/리츠
352560,KODEX 미국부동산리츠(H),KOSPI,ETF/리츠
352820,하이브,KOSPI,기타
353200,대덕전자,KOSPI,IT
354240,RISE 미국고정배당우선증권,KOSPI,금융
354350,HANARO 글로벌럭셔리S&P(합성),KOSPI,ETF/메타버스
354500,ACE 코스닥150,KOSPI,ETF
356540,ACE 종합채권(AA-이상)액티브,KOSPI,ETF
357120,코람코라이프인프라리츠,KOSPI,리츠
357250,미래에셋맵스리츠,KOSPI,리츠
357430,마스턴프리미어리츠,KOSPI,리츠
357870,TIGER CD금리투자KIS(합성),KOSPI,ETF
359210,KODEX 코스피TR,KOSPI,ETF
360140,KODEX 200롱코스닥150숏선물,KOSPI,ETF
360150,KODEX 코스닥150롱코스피200숏선물,KOSPI,ETF
360200,ACE 미국S&P500,KOSPI,ETF
360750,TIGER 미국S&P500,KOSPI,ETF
361580,RISE 200TR,KOSPI,기타
361610,SK아이이테크놀로지,KOSPI,IT
363280,티와이홀딩스,KOSPI,금융
363510,SOL KIS단기통안채,KOSPI,ETF
363570,KODEX 장기종합채권(AA-이상)액티브,KOSPI,ETF
363580,KODEX 200IT TR,KOSPI,ETF/IT
364690,KODEX 혁신기술테마액티브,KOSPI,ETF
364960,TIGER BBIG,KOSPI,ETF
364970,TIGER 바이오TOP10,KOSPI,ETF/바이오
364980,TIGER 2차전지TOP10,KOSPI,ETF/2차전지
364990,TIGER 게임TOP10,KOSPI,ETF/게임
365000,TIGER 인터넷TOP10,KOSPI,ETF
365040,TIGER AI코리아그로스액티브,KOSPI,ETF/AI
365550,ESR켄달스퀘어리츠,KOSPI,리츠
365780,ACE 국고채10년,KOSPI,ETF
367380,ACE 미국나스닥100,KOSPI,ETF
367740,HANARO Fn5G산업,KOSPI,ETF/메타버스
367760,RISE 네트워크인프라,KOSPI,기타
367770,RISE 수소경제테마,KOSPI,에너지
368190,HANARO Fn K-뉴딜디지털플러스,KOSPI,ETF/IT/메타버스
368590,RISE 미국나스닥100,KOSPI,기타
368680,KODEX K-뉴딜디지털플러스,KOSPI,ETF/IT
371150,RISE 차이나항셍테크,KOSPI,IT
